Watchlist 'testOvernight'

testOvernight
Symbol,myRange,Market Cap,OV_DECISION,Volume,OV_FINAL,Last
LOOP,8.9062,32 M,477.0,"41,432",477.0,.6548
LPCN,5.24,17 M,0.0,"41,492",0.0,2.10
LPSN,8.5,31 M,48534.0,"273,910",49159.0,2.53
LRE,11.19,18 M,0.0,"7,755",0.0,1.32
LSTA,8.82,9.8 M,0.0,"104,198",0.0,1.09
LTRN,5.15,36 M,0.0,"71,879",0.0,2.81
LUCY,5.3102,6 M,3059.0,"93,908",3059.0,.6970
LXEH,14.46,3.4 M,22085.0,"57,457",23765.0,1.75
MARPS,0.0,9.7 M,0.0,856,0.0,4.8301
MASK,9.86,5.1 M,27353.0,"152,034",27847.0,1.58
MBAI,12.0,10 M,16666.0,"89,907",16666.0,1.31
MBIO,10.5357,4.5 M,0.0,"30,997",0.0,.5901
MBRX,14.5704,3.1 M,21899.0,"1,562,173",21899.0,.4304
MDBH,2.68,31 M,0.0,"5,946",0.0,2.9801
MDCX,10.0762,18 M,10376.0,"953,811",10376.0,.3216
MDRR,10.09,20 M,0.0,100,0.0,12.17
MDXH,6.0305,23 M,2130.0,"175,369",3220.0,.4540
MEDS,30.63,4.6 M,2502.0,"164,024",2502.0,1.60
MEGL,5.08,6.3 M,0.0,"5,188",0.0,1.24
MERC,13.7059,34 M,2306.0,"933,062",2306.0,.5100
MF,11.84,19 M,13.0,"230,504",13.0,10.19
MGIH,19.05,20 M,4823.0,"3,403,150",4823.0,1.74
MGRX,33.7133,10 M,222281.0,"4,987,201",229144.0,.594500
MIMI,10.93,14 M,3794.0,"81,865",3794.0,2.03
MIRA,6.5992,32 M,52.0,"114,143",52.0,.7672
MITQ,4.5283,5.4 M,0.0,"26,560",0.0,.5400
MKZR,14.68,3.4 M,400.0,"77,864",400.0,1.52
MLCI,2.04,33 M,105.0,"9,565",105.0,2.96
MLEC,6.28,5.1 M,0.0,"2,424",0.0,7.0065
MMA,6.783,11 M,0.0,"44,198",0.0,.4051
MNDO,3.48,21 M,0.0,"67,072",0.0,1.04
MNXXF,8.2857,18 M,0.0,"112,480",0.0,.0728
MOBX,3.89,26 M,34364.0,"366,009",34464.0,1.72
MODD,9.6,11 M,700.0,"61,805",700.0,2.00
MOGU,6.38,16 M,0.0,"3,070",0.0,2.00
MPU,6.5407,15 M,0.0,"75,278",0.0,.2160
MRKR,4.55,19 M,0.0,"48,622",0.0,1.15
MRM,12.3596,7.8 M,1200.0,"87,901",1200.0,.9850
MRNO,7.2381,18 M,3115.0,"118,237",3115.0,.2220
MSAI,4.13,11 M,370.0,"14,546",370.0,5.35
MSGM,10.24,18 M,0.0,"40,120",0.0,4.35
MSMGF,2.9592,23 M,0.0,"10,990",0.0,.0980
MSN,5.5153,7.8 M,0.0,"11,612",0.0,.3702
MTEK,5.98,12 M,2477.0,"79,185",2477.0,1.19
MTEX,2.55,9.5 M,0.0,"2,431",0.0,4.90
MTR,1.47,5.3 M,0.0,"2,986",0.0,2.85
MTVA,4.9,7.4 M,2400.0,"76,773",2500.0,1.43
MWG,6.14,6 M,15000.0,"32,190",15000.0,1.165
MWYN,26.3924,17 M,917.0,"667,615",917.0,.831000
MXC,1.72,19 M,0.0,"2,482",0.0,9.47
MYND,15.7751,19 M,134.0,"14,384",134.0,.3970
MYSE,8.78,13 M,109.0,"86,602",109.0,2.44
NAII,2.64,15 M,0.0,"1,628",0.0,2.33
NALG,22.6201,32 M,0.0,"1,140",0.0,.09455
NAMI,25.18,10 M,139653.0,"685,090",140777.0,3.18
NCEL,5.06,17 M,0.0,"14,509",0.0,3.25
NCI,2.52,28 M,348.0,"118,272",348.0,11.57
NCNA,7.37,6 M,302.0,"22,099",1302.0,1.44
NCPL,19.1751,3.2 M,8084.0,"214,859",8084.0,.4016
NCRA,11.97,3.2 M,2862.0,"62,606",2862.0,2.05
NCT,8.2,34 M,400.0,"1,055,655",400.0,3.54
NDRA,7.19,5.6 M,8679.0,"40,710",8679.0,4.44
NEON,6.1856,16 M,1941.0,"128,185",3450.0,.9700
NEUP,2.1,21 M,0.0,"15,499",0.0,3.86
NHTC,7.97,15 M,100.0,"38,251",100.0,1.75
NIKI,3.12,7 M,0.0,"5,622",0.0,8.62
NIMUD,0.0,8.8 M,0.0,102,0.0,8.51
NIVF,19.4796,3.6 M,12517.0,"135,568",12517.0,.6086
NIXX,11.3208,16 M,23211.0,"370,702",23211.0,.5557
NMTC,10.14,14 M,902.0,"94,690",1008.0,1.56
NNVC,15.27,36 M,30713.0,"800,810",33713.0,1.40
NPRFF,4.3544,25 M,0.0,"24,000",0.0,.19865
NRSN,10.0812,18 M,50949.0,"305,250",50949.0,.4842
NSPR,17.1463,37 M,0.0,"107,738",0.0,.8003
NSRX,9.35,39 M,60.0,"15,386",60.0,3.35
NTCL,11.28,3.7 M,1742.0,"29,151",1742.0,2.77
NTIP,2.79,36 M,0.0,"18,424",0.0,1.58
NTRB,3.28,38 M,0.0,"4,470",0.0,3.14
NTRP,11.49,23 M,1000.0,"65,126",1000.0,1.52
NTZ,24.81,15 M,0.0,"3,418",0.0,1.34
NVNI,7.01,12 M,2250.0,"49,573",2250.0,1.02
NVNO,8.62,6.9 M,0.0,"17,371",0.0,10.15
NWGL,9.069,5 M,18362.0,"926,429",18362.0,.3036
NWTG,8.85,5.2 M,428.0,"10,697",428.0,1.14
NXGL,5.9606,3.3 M,3674.0,"78,584",3674.0,.3624
NXL,8.6957,7.5 M,0.0,"75,535",0.0,.3404
NXPL,7.36,17 M,0.0,"28,134",0.0,6.36
NXTC,21.27,31 M,220787.0,"1,394,534",234375.0,6.84
NXTT,32.95,9.6 M,0.0,"162,189",0.0,6.55
NYC,4.88,26 M,0.0,"186,824",0.0,8.23
OBAI,5.1787,12 M,11179.0,"137,054",11401.0,.4752
OCG,8.03,3.4 M,5504.0,"72,402",5504.0,1.74
OLB,9.0878,4.5 M,9073.0,"88,763",10311.0,.3095
OLOX,25.24,4.6 M,custom expression subscription limit exceeded,"48,902",custom expression subscription limit exceeded,3.26
ONCO,custom expression subscription limit exceeded,3.3 M,custom expression subscription limit exceeded,"41,906",custom expression subscription limit exceeded,.8975
ONEG,custom expression subscription limit exceeded,16 M,custom expression subscription limit exceeded,"65,194",custom expression subscription limit exceeded,1.025
ONMD,custom expression subscription limit exceeded,38 M,custom expression subscription limit exceeded,"839,196",custom expression subscription limit exceeded,.660000
OPAD,custom expression subscription limit exceeded,23 M,custom expression subscription limit exceeded,"13,017",custom expression subscription limit exceeded,4.74
OPTH,custom expression subscription limit exceeded,28 M,custom expression subscription limit exceeded,"13,233",custom expression subscription limit exceeded,4.85
ORFDF,custom expression subscription limit exceeded,26 M,custom expression subscription limit exceeded,"1,000",custom expression subscription limit exceeded,.1040
ORIO,custom expression subscription limit exceeded,17 M,custom expression subscription limit exceeded,"67,762",custom expression subscription limit exceeded,.6971
ORKT,custom expression subscription limit exceeded,5.9 M,custom expression subscription limit exceeded,"26,160",custom expression subscription limit exceeded,1.0100
OSRH,custom expression subscription limit exceeded,14 M,custom expression subscription limit exceeded,"472,266",custom expression subscription limit exceeded,.4106
OXBR,custom expression subscription limit exceeded,11 M,custom expression subscription limit exceeded,"5,456",custom expression subscription limit exceeded,1.31
PAPL,custom expression subscription limit exceeded,28 M,custom expression subscription limit exceeded,"68,816",custom expression subscription limit exceeded,1.11
PARA,custom expression subscription limit exceeded,5.5 M,custom expression subscription limit exceeded,"120,005",custom expression subscription limit exceeded,1.66
PASG,custom expression subscription limit exceeded,14 M,custom expression subscription limit exceeded,"18,662",custom expression subscription limit exceeded,4.32
PASW,custom expression subscription limit exceeded,16 M,custom expression subscription limit exceeded,"937,249",custom expression subscription limit exceeded,.1320
PAVM,custom expression subscription limit exceeded,34 M,custom expression subscription limit exceeded,"13,665",custom expression subscription limit exceeded,4.75
PAVS,custom expression subscription limit exceeded,6.5 M,custom expression subscription limit exceeded,"407,816",custom expression subscription limit exceeded,7.51
PBK,custom expression subscription limit exceeded,25 M,custom expression subscription limit exceeded,"742,131",custom expression subscription limit exceeded,.4618
PBM,custom expression subscription limit exceeded,13 M,custom expression subscription limit exceeded,"29,234",custom expression subscription limit exceeded,3.48
PCSA,custom expression subscription limit exceeded,8.7 M,custom expression subscription limit exceeded,"77,702",custom expression subscription limit exceeded,2.61
PDC,custom expression subscription limit exceeded,20 M,custom expression subscription limit exceeded,"25,954",custom expression subscription limit exceeded,2.96
PETZ,custom expression subscription limit exceeded,17 M,custom expression subscription limit exceeded,"108,247",custom expression subscription limit exceeded,1.69
PFAI,custom expression subscription limit exceeded,28 M,custom expression subscription limit exceeded,"1,871",custom expression subscription limit exceeded,2.41
PHIO,custom expression subscription limit exceeded,12 M,custom expression subscription limit exceeded,"205,775",custom expression subscription limit exceeded,1.06
PLAG,custom expression subscription limit exceeded,8.1 M,custom expression subscription limit exceeded,"113,126",custom expression subscription limit exceeded,.5657
PLCKF,custom expression subscription limit exceeded,7.2 M,custom expression subscription limit exceeded,"5,000",custom expression subscription limit exceeded,.0642
PLRZ,custom expression subscription limit exceeded,24 M,custom expression subscription limit exceeded,"5,562",custom expression subscription limit exceeded,11.33
PLSM,custom expression subscription limit exceeded,21 M,custom expression subscription limit exceeded,"13,715",custom expression subscription limit exceeded,3.26
PLUR,custom expression subscription limit exceeded,20 M,custom expression subscription limit exceeded,"14,943",custom expression subscription limit exceeded,1.84
PMA,custom expression subscription limit exceeded,17 M,custom expression subscription limit exceeded,"14,313",custom expression subscription limit exceeded,1.305
PMCB,custom expression subscription limit exceeded,5.9 M,custom expression subscription limit exceeded,"202,634",custom expression subscription limit exceeded,.5460
PMEC,custom expression subscription limit exceeded,17 M,custom expression subscription limit exceeded,"6,311",custom expression subscription limit exceeded,.450787
PMI,custom expression subscription limit exceeded,7.5 M,custom expression subscription limit exceeded,"72,969",custom expression subscription limit exceeded,3.64
POLA,custom expression subscription limit exceeded,6.7 M,custom expression subscription limit exceeded,"100,580",custom expression subscription limit exceeded,1.73
POM,custom expression subscription limit exceeded,8.1 M,custom expression subscription limit exceeded,"703,622",custom expression subscription limit exceeded,1.0900
PPSI,custom expression subscription limit exceeded,32 M,custom expression subscription limit exceeded,"89,853",custom expression subscription limit exceeded,2.89
PRFX,custom expression subscription limit exceeded,3.2 M,custom expression subscription limit exceeded,"137,338",custom expression subscription limit exceeded,1.05
PRHI,custom expression subscription limit exceeded,17 M,custom expression subscription limit exceeded,"3,342",custom expression subscription limit exceeded,4.5599
PRPL,custom expression subscription limit exceeded,40 M,custom expression subscription limit exceeded,"66,943",custom expression subscription limit exceeded,9.10
PRSO,custom expression subscription limit exceeded,11 M,custom expression subscription limit exceeded,"550,065",custom expression subscription limit exceeded,.7090
PRT,custom expression subscription limit exceeded,27 M,custom expression subscription limit exceeded,"22,491",custom expression subscription limit exceeded,2.23
PRZO,custom expression subscription limit exceeded,14 M,custom expression subscription limit exceeded,"623,140",custom expression subscription limit exceeded,.5453
PSHG,custom expression subscription limit exceeded,22 M,custom expression subscription limit exceeded,"53,168",custom expression subscription limit exceeded,1.76
PSIG,custom expression subscription limit exceeded,18 M,custom expression subscription limit exceeded,"117,244",custom expression subscription limit exceeded,1.16
PSQH,custom expression subscription limit exceeded,14 M,custom expression subscription limit exceeded,"47,010",custom expression subscription limit exceeded,4.15
PTN,custom expression subscription limit exceeded,13 M,custom expression subscription limit exceeded,"12,805",custom expression subscription limit exceeded,7.36
PULM,custom expression subscription limit exceeded,5.7 M,custom expression subscription limit exceeded,"9,289",custom expression subscription limit exceeded,1.57
QCLS,custom expression subscription limit exceeded,22 M,custom expression subscription limit exceeded,"99,067",custom expression subscription limit exceeded,2.82
QH,custom expression subscription limit exceeded,14 M,custom expression subscription limit exceeded,"28,921",custom expression subscription limit exceeded,5.08
QNCX,custom expression subscription limit exceeded,30 M,custom expression subscription limit exceeded,"33,702",custom expression subscription limit exceeded,30.65
QNME,custom expression subscription limit exceeded,16 M,custom expression subscription limit exceeded,"1,542,617",custom expression subscription limit exceeded,.4704
QNRX,custom expression subscription limit exceeded,11 M,custom expression subscription limit exceeded,"22,857",custom expression subscription limit exceeded,5.36
QNTM,custom expression subscription limit exceeded,22 M,custom expression subscription limit exceeded,"1,827,179",custom expression subscription limit exceeded,3.46
QRHC,custom expression subscription limit exceeded,31 M,custom expression subscription limit exceeded,"30,881",custom expression subscription limit exceeded,1.48
QUCY,custom expression subscription limit exceeded,32 M,custom expression subscription limit exceeded,"511,983",custom expression subscription limit exceeded,1.39
RADX,custom expression subscription limit exceeded,22 M,custom expression subscription limit exceeded,"10,393",custom expression subscription limit exceeded,2.80
RAIN,custom expression subscription limit exceeded,12 M,custom expression subscription limit exceeded,"187,490",custom expression subscription limit exceeded,1.18
RAND,custom expression subscription limit exceeded,30 M,custom expression subscription limit exceeded,"1,409",custom expression subscription limit exceeded,10.067
RANG,custom expression subscription limit exceeded,23 M,custom expression subscription limit exceeded,"3,140",custom expression subscription limit exceeded,10.73
RAY,custom expression subscription limit exceeded,17 M,custom expression subscription limit exceeded,"2,257",custom expression subscription limit exceeded,2.92
RCG,custom expression subscription limit exceeded,20 M,custom expression subscription limit exceeded,"6,760",custom expression subscription limit exceeded,2.90
RCON,custom expression subscription limit exceeded,3.2 M,custom expression subscription limit exceeded,"137,716,541",custom expression subscription limit exceeded,.0355
RCT,custom expression subscription limit exceeded,15 M,custom expression subscription limit exceeded,"563,786",custom expression subscription limit exceeded,.2169
RDAC,custom expression subscription limit exceeded,39 M,custom expression subscription limit exceeded,514,custom expression subscription limit exceeded,6.47
RDHL,custom expression subscription limit exceeded,3.5 M,custom expression subscription limit exceeded,"47,834",custom expression subscription limit exceeded,.5810
RDI,custom expression subscription limit exceeded,35 M,custom expression subscription limit exceeded,"99,197",custom expression subscription limit exceeded,1.55
REBN,custom expression subscription limit exceeded,12 M,custom expression subscription limit exceeded,"43,056",custom expression subscription limit exceeded,1.41
RECT,custom expression subscription limit exceeded,18 M,custom expression subscription limit exceeded,"14,389",custom expression subscription limit exceeded,1.15
REED,custom expression subscription limit exceeded,9.9 M,custom expression subscription limit exceeded,"4,900",custom expression subscription limit exceeded,.8340
REFR,custom expression subscription limit exceeded,17 M,custom expression subscription limit exceeded,"161,757",custom expression subscription limit exceeded,.4900
RENX,custom expression subscription limit exceeded,5 M,custom expression subscription limit exceeded,"30,228",custom expression subscription limit exceeded,1.91
REVB,custom expression subscription limit exceeded,4.4 M,custom expression subscription limit exceeded,"34,529",custom expression subscription limit exceeded,1.13
RGNT,custom expression subscription limit exceeded,13 M,custom expression subscription limit exceeded,"19,944",custom expression subscription limit exceeded,1.85
RIME,custom expression subscription limit exceeded,6.5 M,custom expression subscription limit exceeded,"312,303",custom expression subscription limit exceeded,.4232
RKTO,custom expression subscription limit exceeded,20 M,custom expression subscription limit exceeded,"472,140",custom expression subscription limit exceeded,.7901
RMCF,custom expression subscription limit exceeded,7.4 M,custom expression subscription limit exceeded,"51,127",custom expression subscription limit exceeded,.7805
RMSG,custom expression subscription limit exceeded,5.3 M,custom expression subscription limit exceeded,"133,754",custom expression subscription limit exceeded,.3713
RMTI,custom expression subscription limit exceeded,27 M,custom expression subscription limit exceeded,"81,118",custom expression subscription limit exceeded,6.84
RNAZ,custom expression subscription limit exceeded,4.1 M,custom expression subscription limit exceeded,"20,135",custom expression subscription limit exceeded,3.88
RVP,custom expression subscription limit exceeded,20 M,custom expression subscription limit exceeded,"24,316",custom expression subscription limit exceeded,.6700
RVSN,custom expression subscription limit exceeded,10 M,custom expression subscription limit exceeded,"25,771",custom expression subscription limit exceeded,4.61
SACH,custom expression subscription limit exceeded,39 M,custom expression subscription limit exceeded,"139,248",custom expression subscription limit exceeded,.8041
SAGT,custom expression subscription limit exceeded,14 M,custom expression subscription limit exceeded,"419,037",custom expression subscription limit exceeded,.7253
SBMCF,custom expression subscription limit exceeded,14 M,custom expression subscription limit exceeded,"430,043",custom expression subscription limit exceeded,.09805
SCAG,custom expression subscription limit exceeded,27 M,custom expression subscription limit exceeded,"10,633",custom expression subscription limit exceeded,.3655
SCLTF,custom expression subscription limit exceeded,3.3 M,custom expression subscription limit exceeded,"20,000",custom expression subscription limit exceeded,.0773
SCNX,custom expression subscription limit exceeded,17 M,custom expression subscription limit exceeded,"606,378",custom expression subscription limit exceeded,.4145
SCWO,custom expression subscription limit exceeded,38 M,custom expression subscription limit exceeded,"16,320",custom expression subscription limit exceeded,2.15
SDOT,custom expression subscription limit exceeded,13 M,custom expression subscription limit exceeded,"138,825",custom expression subscription limit exceeded,12.51
SDST,custom expression subscription limit exceeded,7.3 M,custom expression subscription limit exceeded,"321,316",custom expression subscription limit exceeded,.6870
SEED,custom expression subscription limit exceeded,13 M,custom expression subscription limit exceeded,"60,263",custom expression subscription limit exceeded,1.0700
SEGG,custom expression subscription limit exceeded,8.1 M,custom expression subscription limit exceeded,"652,872",custom expression subscription limit exceeded,2.50
SFHG,custom expression subscription limit exceeded,9.4 M,custom expression subscription limit exceeded,"6,604",custom expression subscription limit exceeded,2.32
SGLY,custom expression subscription limit exceeded,7.7 M,custom expression subscription limit exceeded,"72,276",custom expression subscription limit exceeded,8.55
SGTM,custom expression subscription limit exceeded,13 M,custom expression subscription limit exceeded,"5,300",custom expression subscription limit exceeded,.11609
SILEF,custom expression subscription limit exceeded,5.9 M,custom expression subscription limit exceeded,"109,479",custom expression subscription limit exceeded,.1023
SILO,custom expression subscription limit exceeded,4.7 M,custom expression subscription limit exceeded,"52,606",custom expression subscription limit exceeded,3.78
SINT,custom expression subscription limit exceeded,11 M,custom expression subscription limit exceeded,"24,056",custom expression subscription limit exceeded,1.70
SJ,custom expression subscription limit exceeded,35 M,custom expression subscription limit exceeded,"16,934",custom expression subscription limit exceeded,.8200
SKK,custom expression subscription limit exceeded,11 M,custom expression subscription limit exceeded,"4,433",custom expression subscription limit exceeded,4.50
SKYE,custom expression subscription limit exceeded,19 M,custom expression subscription limit exceeded,"77,690",custom expression subscription limit exceeded,.5325
SKYQ,custom expression subscription limit exceeded,18 M,custom expression subscription limit exceeded,"1,586,426",custom expression subscription limit exceeded,3.73
SLE,custom expression subscription limit exceeded,4.9 M,custom expression subscription limit exceeded,"13,800",custom expression subscription limit exceeded,3.04
SLGB,custom expression subscription limit exceeded,29 M,custom expression subscription limit exceeded,"3,894,808",custom expression subscription limit exceeded,.6337
SLND,custom expression subscription limit exceeded,33 M,custom expression subscription limit exceeded,"306,531",custom expression subscription limit exceeded,.6087
SMSI,custom expression subscription limit exceeded,16 M,custom expression subscription limit exceeded,"120,118",custom expression subscription limit exceeded,2.87
SMTK,custom expression subscription limit exceeded,4.1 M,custom expression subscription limit exceeded,"4,253,193",custom expression subscription limit exceeded,.1580
SMX,custom expression subscription limit exceeded,17 M,custom expression subscription limit exceeded,"10,054",custom expression subscription limit exceeded,15.80
SMXT,custom expression subscription limit exceeded,21 M,custom expression subscription limit exceeded,"107,142",custom expression subscription limit exceeded,.3701
SNAL,custom expression subscription limit exceeded,40 M,custom expression subscription limit exceeded,"208,353",custom expression subscription limit exceeded,4.52
SNES,custom expression subscription limit exceeded,6.9 M,custom expression subscription limit exceeded,"70,289",custom expression subscription limit exceeded,1.27
SNGX,custom expression subscription limit exceeded,5.6 M,custom expression subscription limit exceeded,"144,706",custom expression subscription limit exceeded,.3775
SNOA,custom expression subscription limit exceeded,6.2 M,custom expression subscription limit exceeded,"577,426",custom expression subscription limit exceeded,1.29
SNTG,custom expression subscription limit exceeded,5.2 M,custom expression subscription limit exceeded,"31,253",custom expression subscription limit exceeded,1.86
SNTI,custom expression subscription limit exceeded,11 M,custom expression subscription limit exceeded,"129,288",custom expression subscription limit exceeded,.3490
SONIF,custom expression subscription limit exceeded,4.1 M,custom expression subscription limit exceeded,"27,000",custom expression subscription limit exceeded,.082315
SONM,custom expression subscription limit exceeded,5.2 M,custom expression subscription limit exceeded,"14,059",custom expression subscription limit exceeded,3.52
SOS,custom expression subscription limit exceeded,14 M,custom expression subscription limit exceeded,"14,000",custom expression subscription limit exceeded,.7899
SPHL,custom expression subscription limit exceeded,6.2 M,custom expression subscription limit exceeded,"17,198",custom expression subscription limit exceeded,2.73
SPPL,custom expression subscription limit exceeded,23 M,custom expression subscription limit exceeded,"10,650",custom expression subscription limit exceeded,2.38
SPRC,custom expression subscription limit exceeded,3.8 M,custom expression subscription limit exceeded,"25,118",custom expression subscription limit exceeded,6.61
SRXH,custom expression subscription limit exceeded,34 M,custom expression subscription limit exceeded,"1,635,369",custom expression subscription limit exceeded,1.73
SSM,custom expression subscription limit exceeded,4.5 M,custom expression subscription limit exceeded,"2,175,390",custom expression subscription limit exceeded,3.05
SST,custom expression subscription limit exceeded,18 M,custom expression subscription limit exceeded,"45,471",custom expression subscription limit exceeded,1.70
STAK,custom expression subscription limit exceeded,32 M,custom expression subscription limit exceeded,"580,919",custom expression subscription limit exceeded,1.65
STKE,custom expression subscription limit exceeded,40 M,custom expression subscription limit exceeded,"70,770",custom expression subscription limit exceeded,1.03
SUGP,custom expression subscription limit exceeded,3.3 M,custom expression subscription limit exceeded,"543,574",custom expression subscription limit exceeded,2.06
SUNE,custom expression subscription limit exceeded,11 M,custom expression subscription limit exceeded,"153,200",custom expression subscription limit exceeded,2.65
SURG,custom expression subscription limit exceeded,7.6 M,custom expression subscription limit exceeded,"6,933,353",custom expression subscription limit exceeded,.302100
SVRE,custom expression subscription limit exceeded,6.2 M,custom expression subscription limit exceeded,"68,991",custom expression subscription limit exceeded,3.71
SVRN,custom expression subscription limit exceeded,12 M,custom expression subscription limit exceeded,"31,194",custom expression subscription limit exceeded,6.275
SWAG,custom expression subscription limit exceeded,38 M,custom expression subscription limit exceeded,"25,897",custom expression subscription limit exceeded,2.04
SWVL,custom expression subscription limit exceeded,14 M,custom expression subscription limit exceeded,"5,846",custom expression subscription limit exceeded,1.40
SXTP,custom expression subscription limit exceeded,3 M,custom expression subscription limit exceeded,"40,164",custom expression subscription limit exceeded,1.13
SYNX,custom expression subscription limit exceeded,7.2 M,custom expression subscription limit exceeded,"25,269",custom expression subscription limit exceeded,1.08
TANH,custom expression subscription limit exceeded,6.2 M,custom expression subscription limit exceeded,"71,750",custom expression subscription limit exceeded,.4281
TAOP,custom expression subscription limit exceeded,7.1 M,custom expression subscription limit exceeded,"53,251",custom expression subscription limit exceeded,.7430
TAOX,custom expression subscription limit exceeded,26 M,custom expression subscription limit exceeded,"87,876",custom expression subscription limit exceeded,3.49
TCRT,custom expression subscription limit exceeded,4.8 M,custom expression subscription limit exceeded,"10,237",custom expression subscription limit exceeded,1.98
TDIC,custom expression subscription limit exceeded,4 M,custom expression subscription limit exceeded,"24,229",custom expression subscription limit exceeded,2.68
TGHL,custom expression subscription limit exceeded,25 M,custom expression subscription limit exceeded,"1,254,110",custom expression subscription limit exceeded,1.005000
TGL,custom expression subscription limit exceeded,5.6 M,custom expression subscription limit exceeded,"12,189",custom expression subscription limit exceeded,2.87
TJGC,custom expression subscription limit exceeded,37 M,custom expression subscription limit exceeded,"253,635",custom expression subscription limit exceeded,3.65
TKLF,custom expression subscription limit exceeded,7.9 M,custom expression subscription limit exceeded,"77,995",custom expression subscription limit exceeded,1.86
TLF,custom expression subscription limit exceeded,20 M,custom expression subscription limit exceeded,"35,184",custom expression subscription limit exceeded,2.42
TLIH,custom expression subscription limit exceeded,17 M,custom expression subscription limit exceeded,"4,991",custom expression subscription limit exceeded,5.795
TMDE,custom expression subscription limit exceeded,18 M,custom expression subscription limit exceeded,"137,106",custom expression subscription limit exceeded,.7432
TOMZ,custom expression subscription limit exceeded,13 M,custom expression subscription limit exceeded,"23,942",custom expression subscription limit exceeded,1.73
TOON,custom expression subscription limit exceeded,35 M,custom expression subscription limit exceeded,"160,887",custom expression subscription limit exceeded,.5977
TOPS,custom expression subscription limit exceeded,4.2 M,custom expression subscription limit exceeded,"93,277",custom expression subscription limit exceeded,.7633
TOVX,custom expression subscription limit exceeded,11 M,custom expression subscription limit exceeded,"471,853",custom expression subscription limit exceeded,.2310
TPET,custom expression subscription limit exceeded,11 M,custom expression subscription limit exceeded,"1,009,483",custom expression subscription limit exceeded,.2597
TPST,custom expression subscription limit exceeded,17 M,custom expression subscription limit exceeded,"449,003",custom expression subscription limit exceeded,1.04000
TRAW,custom expression subscription limit exceeded,8.2 M,custom expression subscription limit exceeded,"36,831",custom expression subscription limit exceeded,.5400
TRCTF,custom expression subscription limit exceeded,6 M,custom expression subscription limit exceeded,"1,325",custom expression subscription limit exceeded,.66455
TRIB,custom expression subscription limit exceeded,8.9 M,custom expression subscription limit exceeded,"22,332",custom expression subscription limit exceeded,13.20
TRLEF,custom expression subscription limit exceeded,6.6 M,custom expression subscription limit exceeded,"46,645",custom expression subscription limit exceeded,.10916
TRSG,custom expression subscription limit exceeded,25 M,custom expression subscription limit exceeded,"2,072",custom expression subscription limit exceeded,1.4999
TRSO,custom expression subscription limit exceeded,19 M,custom expression subscription limit exceeded,100,custom expression subscription limit exceeded,.2400
TRUFF,custom expression subscription limit exceeded,12 M,custom expression subscription limit exceeded,"149,925",custom expression subscription limit exceeded,.0202
TULP,custom expression subscription limit exceeded,17 M,custom expression subscription limit exceeded,"2,451",custom expression subscription limit exceeded,3.505
TURB,custom expression subscription limit exceeded,17 M,custom expression subscription limit exceeded,"512,283",custom expression subscription limit exceeded,1.40
TVGN,custom expression subscription limit exceeded,27 M,custom expression subscription limit exceeded,"6,713",custom expression subscription limit exceeded,6.39
TVRD,custom expression subscription limit exceeded,22 M,custom expression subscription limit exceeded,"390,005",custom expression subscription limit exceeded,1.76
TWAV,custom expression subscription limit exceeded,4.7 M,custom expression subscription limit exceeded,"34,745",custom expression subscription limit exceeded,1.36
TWG,custom expression subscription limit exceeded,33 M,custom expression subscription limit exceeded,"17,601",custom expression subscription limit exceeded,1.47
TXMD,custom expression subscription limit exceeded,24 M,custom expression subscription limit exceeded,"14,419",custom expression subscription limit exceeded,2.07
UCAR,custom expression subscription limit exceeded,19 M,custom expression subscription limit exceeded,"378,826",custom expression subscription limit exceeded,.73315
UCL,custom expression subscription limit exceeded,29 M,custom expression subscription limit exceeded,"241,513",custom expression subscription limit exceeded,.7690
UFG,custom expression subscription limit exceeded,18 M,custom expression subscription limit exceeded,"178,379",custom expression subscription limit exceeded,.5501
UG,custom expression subscription limit exceeded,33 M,custom expression subscription limit exceeded,"13,982",custom expression subscription limit exceeded,7.28
UONE,custom expression subscription limit exceeded,24 M,custom expression subscription limit exceeded,"2,559",custom expression subscription limit exceeded,5.28
UONEK,custom expression subscription limit exceeded,25 M,custom expression subscription limit exceeded,"7,911",custom expression subscription limit exceeded,5.31
UPC,custom expression subscription limit exceeded,4.6 M,custom expression subscription limit exceeded,"296,343",custom expression subscription limit exceeded,7.09
UPLD,custom expression subscription limit exceeded,15 M,custom expression subscription limit exceeded,"16,016",custom expression subscription limit exceeded,4.94
USEA,custom expression subscription limit exceeded,25 M,custom expression subscription limit exceeded,"72,493",custom expression subscription limit exceeded,2.66
USGDF,custom expression subscription limit exceeded,25 M,custom expression subscription limit exceeded,"303,164",custom expression subscription limit exceeded,.09535
UTSI,custom expression subscription limit exceeded,23 M,custom expression subscription limit exceeded,"2,294",custom expression subscription limit exceeded,2.42
UUU,custom expression subscription limit exceeded,11 M,custom expression subscription limit exceeded,"13,804",custom expression subscription limit exceeded,3.59
VEEA,custom expression subscription limit exceeded,8.7 M,custom expression subscription limit exceeded,"2,467,815",custom expression subscription limit exceeded,.157500
VGAS,custom expression subscription limit exceeded,27 M,custom expression subscription limit exceeded,"51,710",custom expression subscription limit exceeded,1.24
VIP,custom expression subscription limit exceeded,30 M,custom expression subscription limit exceeded,"630,487",custom expression subscription limit exceeded,1.65
